DATE,DGS1,DGS10
1969-01-01,6.3395454545454545,6.0418181818181818
1969-02-01,6.4126315789473684,6.1889473684210526
1969-03-01,6.3405000000000000,6.2960000000000000
1969-04-01,6.2571428571428571,6.1733333333333333
1969-05-01,6.4238095238095238,6.3233333333333333
1969-06-01,7.0419047619047619,6.5742857142857143
1969-07-01,7.6042857142857143,6.7195238095238095
1969-08-01,7.5376190476190476,6.6914285714285714
1969-09-01,7.8166666666666667,7.1595238095238095
1969-10-01,7.6386363636363636,7.0954545454545455
1969-11-01,7.8900000000000000,7.1441176470588235
1969-12-01,8.1668181818181818,7.6540909090909091
1970-01-01,8.1028571428571429,7.7947619047619048
1970-02-01,7.5866666666666667,7.2383333333333333
1970-03-01,6.9657142857142857,7.0728571428571429
1970-04-01,7.0550000000000000,7.3909090909090909
1970-05-01,7.7509523809523810,7.9061904761904762
1970-06-01,7.5481818181818182,7.8418181818181818
1970-07-01,7.1022727272727273,7.4572727272727273
1970-08-01,6.9847619047619048,7.5271428571428571
1970-09-01,6.7271428571428571,7.3895238095238095
1970-10-01,6.4261904761904762,7.3266666666666667
1970-11-01,5.5116666666666667,6.8411111111111111
1970-12-01,4.9977272727272727,6.3913636363636364
1971-01-01,4.5675000000000000,6.2385000000000000
1971-02-01,3.8850000000000000,6.1122222222222222
1971-03-01,3.6873913043478261,5.7034782608695652
1971-04-01,4.3047619047619048,5.8338095238095238
1971-05-01,5.0360000000000000,6.3925000000000000
1971-06-01,5.6427272727272727,6.5222727272727273
1971-07-01,6.0414285714285714,6.7295238095238095
1971-08-01,5.8040909090909091,6.5827272727272727
1971-09-01,5.4080952380952381,6.1395238095238095
1971-10-01,4.9126315789473684,5.9257894736842105
1971-11-01,4.6665000000000000,5.8100000000000000
1971-12-01,4.6045454545454545,5.9263636363636364
1972-01-01,4.2780952380952381,5.9476190476190476
1972-02-01,4.2720000000000000,6.0810000000000000
1972-03-01,4.6700000000000000,6.0686363636363636
1972-04-01,4.9645000000000000,6.1945000000000000
1972-05-01,4.6409090909090909,6.1263636363636364
1972-06-01,4.9286363636363636,6.1068181818181818
1972-07-01,4.9645000000000000,6.1130000000000000
1972-08-01,4.9830434782608696,6.2104347826086957
1972-09-01,5.5240000000000000,6.5495000000000000
1972-10-01,5.5215000000000000,6.4795000000000000
1972-11-01,5.2735000000000000,6.2805000000000000
1972-12-01,5.5185000000000000,6.3585000000000000
1973-01-01,5.8913636363636364,6.4645454545454545
1973-02-01,6.1888888888888889,6.6355555555555556
1973-03-01,6.8500000000000000,6.7090909090909091
1973-04-01,6.8465000000000000,6.6685000000000000
1973-05-01,6.8936363636363636,6.8472727272727273
1973-06-01,7.3076190476190476,6.9000000000000000
1973-07-01,8.3890476190476190,7.1309523809523810
1973-08-01,8.8226086956521739,7.4047826086956522
1973-09-01,8.3063157894736842,7.0905263157894737
1973-10-01,7.3961904761904762,6.7942857142857143
1973-11-01,7.5690000000000000,6.7285000000000000
1973-12-01,7.2705263157894737,6.7436842105263158
1974-01-01,7.4209090909090909,6.9886363636363636
1974-02-01,6.8833333333333333,6.9572222222222222
1974-03-01,7.7595238095238095,7.2090476190476190
1974-04-01,8.6219047619047619,7.5123809523809524
1974-05-01,8.7822727272727273,7.5759090909090909
1974-06-01,8.6695000000000000,7.5355000000000000
1974-07-01,8.7950000000000000,7.8050000000000000
1974-08-01,9.3627272727272727,8.0440909090909091
1974-09-01,8.8745000000000000,8.0375000000000000
1974-10-01,8.0459090909090909,7.8968181818181818
1974-11-01,7.6555555555555556,7.6811111111111111
1974-12-01,7.3061904761904762,7.4338095238095238
1975-01-01,6.8322727272727273,7.5013636363636364
1975-02-01,5.9844444444444444,7.3922222222222222
1975-03-01,6.1050000000000000,7.7280000000000000
1975-04-01,6.9040909090909091,8.2268181818181818
1975-05-01,6.3895238095238095,8.0595238095238095
1975-06-01,6.2871428571428571,7.8609523809523810
1975-07-01,7.1127272727272727,8.0613636363636364
1975-08-01,7.7019047619047619,8.3976190476190476
1975-09-01,7.7500000000000000,8.4266666666666667
1975-10-01,6.9504545454545455,8.1377272727272727
1975-11-01,6.4870588235294118,8.0529411764705882
1975-12-01,6.6009090909090909,7.9968181818181818
1976-01-01,5.8057142857142857,7.7423809523809524
1976-02-01,5.9077777777777778,7.7927777777777778
1976-03-01,6.2113043478260870,7.7343478260869565
1976-04-01,5.9233333333333333,7.5642857142857143
1976-05-01,6.4015000000000000,7.8950000000000000
1976-06-01,6.5209090909090909,7.8613636363636364
1976-07-01,6.2004761904761905,7.8319047619047619
1976-08-01,6.0027272727272727,7.7686363636363636
1976-09-01,5.8442857142857143,7.5942857142857143
1976-10-01,5.4965000000000000,7.4110000000000000
1976-11-01,5.2942105263157895,7.2910526315789474
1976-12-01,4.8931818181818182,6.8690909090909091
1977-01-01,5.2909523809523810,7.2133333333333333
1977-02-01,5.4673684210526316,7.3910526315789474
1977-03-01,5.5004347826086957,7.4600000000000000
1977-04-01,5.4410000000000000,7.3705000000000000
1977-05-01,5.8438095238095238,7.4566666666666667
1977-06-01,5.7981818181818182,7.2754545454545455
1977-07-01,5.9368421052631579,7.3300000000000000
1977-08-01,6.3695652173913043,7.3965217391304348
1977-09-01,6.5266666666666667,7.3438095238095238
1977-10-01,6.9650000000000000,7.5235000000000000
1977-11-01,6.9547368421052632,7.5773684210526316
1977-12-01,6.9576190476190476,7.6852380952380952
1978-01-01,7.2833333333333333,7.9561904761904762
1978-02-01,7.3377777777777778,8.0333333333333333
1978-03-01,7.3104545454545455,8.0359090909090909
1978-04-01,7.4545000000000000,8.1540000000000000
1978-05-01,7.8200000000000000,8.3457142857142857
1978-06-01,8.0945454545454545,8.4622727272727273
1978-07-01,8.3915000000000000,8.6400000000000000
1978-08-01,8.3126086956521739,8.4108695652173913
1978-09-01,8.6385000000000000,8.4165000000000000
1978-10-01,9.1366666666666667,8.6423809523809524
1978-11-01,10.0140000000000000,8.8050000000000000
1978-12-01,10.2955000000000000,9.0065000000000000
1979-01-01,10.4145454545454545,9.0995454545454545
1979-02-01,10.2366666666666667,9.0983333333333333
1979-03-01,10.2495454545454545,9.1172727272727273
1979-04-01,10.1220000000000000,9.1820000000000000
1979-05-01,10.1176190476190476,9.2523809523809524
1979-06-01,9.5738095238095238,8.9138095238095238
1979-07-01,9.6438095238095238,8.9500000000000000
1979-08-01,9.9800000000000000,9.0295652173913043
1979-09-01,10.8447368421052632,9.3347368421052632
1979-10-01,12.4440909090909091,10.2990909090909091
1979-11-01,12.3905263157894737,10.6531578947368421
1979-12-01,11.9825000000000000,10.3860000000000000
1980-01-01,12.0572727272727273,10.8022727272727273
1980-02-01,13.9221052631578947,12.4147368421052632
1980-03-01,15.8176190476190476,12.7490476190476190
1980-04-01,13.2990476190476190,11.4733333333333333
1980-05-01,9.3895238095238095,10.1814285714285714
1980-06-01,8.1561904761904762,9.7780952380952381
1980-07-01,8.6468181818181818,10.2477272727272727
1980-08-01,10.2423809523809524,11.1019047619047619
1980-09-01,11.5214285714285714,11.5085714285714286
1980-10-01,12.4904545454545455,11.7513636363636364
1980-11-01,14.1505882352941176,12.6847058823529412
1980-12-01,14.8809090909090909,12.8440909090909091
1981-01-01,14.0847619047619048,12.5685714285714286
1981-02-01,14.5683333333333333,13.1944444444444444
1981-03-01,13.7109090909090909,13.1159090909090909
1981-04-01,14.3219047619047619,13.6795238095238095
1981-05-01,16.1965000000000000,14.0995000000000000
1981-06-01,14.8590909090909091,13.4722727272727273
1981-07-01,15.7186363636363636,14.2809090909090909
1981-08-01,16.7185714285714286,14.9371428571428571
1981-09-01,16.5228571428571429,15.3238095238095238
1981-10-01,15.3814285714285714,15.1480952380952381
1981-11-01,12.4083333333333333,13.3927777777777778
1981-12-01,12.8500000000000000,13.7245454545454545
1982-01-01,14.3180000000000000,14.5940000000000000
1982-02-01,14.7338888888888889,14.4255555555555556
1982-03-01,13.9491304347826087,13.8613043478260870
1982-04-01,13.9795238095238095,13.8719047619047619
1982-05-01,13.3435000000000000,13.6225000000000000
1982-06-01,14.0650000000000000,14.2995454545454545
1982-07-01,13.2366666666666667,13.9461904761904762
1982-08-01,11.4281818181818182,13.0550000000000000
1982-09-01,10.8538095238095238,12.3390476190476190
1982-10-01,9.3170000000000000,10.9065000000000000
1982-11-01,9.1594736842105263,10.5505263157894737
1982-12-01,8.9068181818181818,10.5400000000000000
1983-01-01,8.6219047619047619,10.4571428571428571
1983-02-01,8.9226315789473684,10.7247368421052632
1983-03-01,9.0434782608695652,10.5065217391304348
1983-04-01,8.9790000000000000,10.4000000000000000
1983-05-01,8.9042857142857143,10.3800000000000000
1983-06-01,9.6572727272727273,10.8486363636363636
1983-07-01,10.1970000000000000,11.3770000000000000
1983-08-01,10.5286956521739130,11.8460869565217391
1983-09-01,10.1561904761904762,11.6538095238095238
1983-10-01,9.8050000000000000,11.5410000000000000
1983-11-01,9.9373684210526316,11.6900000000000000
1983-12-01,10.1090476190476190,11.8295238095238095
1984-01-01,9.9014285714285714,11.6742857142857143
1984-02-01,10.0431578947368421,11.8421052631578947
1984-03-01,10.5890909090909091,12.3190909090909091
1984-04-01,10.9045000000000000,12.6335000000000000
1984-05-01,11.6572727272727273,13.4086363636363636
1984-06-01,12.0838095238095238,13.5628571428571429
1984-07-01,12.0261904761904762,13.3623809523809524
1984-08-01,11.8221739130434783,12.7160869565217391
1984-09-01,11.5794736842105263,12.5226315789473684
1984-10-01,10.8954545454545455,12.1604545454545455
1984-11-01,9.8157894736842105,11.5726315789473684
1984-12-01,9.3335000000000000,11.4995000000000000
1985-01-01,9.0242857142857143,11.3842857142857143
1985-02-01,9.2916666666666667,11.5088888888888889
1985-03-01,9.8638095238095238,11.8552380952380952
1985-04-01,9.1409523809523810,11.4347619047619048
1985-05-01,8.4645454545454545,10.8468181818181818
1985-06-01,7.8045000000000000,10.1560000000000000
1985-07-01,7.8563636363636364,10.3068181818181818
1985-08-01,8.0472727272727273,10.3318181818181818
1985-09-01,8.0652631578947368,10.3731578947368421
1985-10-01,8.0109090909090909,10.2368181818181818
1985-11-01,7.8784210526315789,9.7815789473684211
1985-12-01,7.6747619047619048,9.2590476190476190
1986-01-01,7.7285714285714286,9.1938095238095238
1986-02-01,7.6131578947368421,8.7042105263157895
1986-03-01,7.0290000000000000,7.7785000000000000
1986-04-01,6.4404545454545455,7.2990909090909091
1986-05-01,6.6490476190476190,7.7095238095238095
1986-06-01,6.7323809523809524,7.7995238095238095
1986-07-01,6.2659090909090909,7.3031818181818182
1986-08-01,5.9323809523809524,7.1657142857142857
1986-09-01,5.7742857142857143,7.4476190476190476
1986-10-01,5.7209090909090909,7.4263636363636364
1986-11-01,5.7983333333333333,7.2505555555555556
1986-12-01,5.8745454545454545,7.1127272727272727
1987-01-01,5.7785000000000000,7.0845000000000000
1987-02-01,5.9589473684210526,7.2505263157894737
1987-03-01,6.0331818181818182,7.2486363636363636
1987-04-01,6.5042857142857143,8.0228571428571429
1987-05-01,7.0035000000000000,8.6130000000000000
1987-06-01,6.7954545454545455,8.4022727272727273
1987-07-01,6.6831818181818182,8.4468181818181818
1987-08-01,7.0252380952380952,8.7604761904761905
1987-09-01,7.6680952380952381,9.4219047619047619
1987-10-01,7.5933333333333333,9.5200000000000000
1987-11-01,6.9647368421052632,8.8605263157894737
1987-12-01,7.1731818181818182,8.9877272727272727
1988-01-01,6.9889473684210526,8.6657894736842105
1988-02-01,6.6400000000000000,8.2120000000000000
1988-03-01,6.7065217391304348,8.3734782608695652
1988-04-01,7.0080000000000000,8.7185000000000000
1988-05-01,7.3971428571428571,9.0890476190476190
1988-06-01,7.4895454545454545,8.9213636363636364
1988-07-01,7.7540000000000000,9.0560000000000000
1988-08-01,8.1704347826086957,9.2604347826086957
1988-09-01,8.0933333333333333,8.9771428571428571
1988-10-01,8.1095000000000000,8.7955000000000000
1988-11-01,8.4760000000000000,8.9625000000000000
1988-12-01,8.9919047619047619,9.1057142857142857
1989-01-01,9.0475000000000000,9.0915000000000000
1989-02-01,9.2531578947368421,9.1689473684210526
1989-03-01,9.5704545454545455,9.3577272727272727
1989-04-01,9.3630000000000000,9.1755000000000000
1989-05-01,8.9772727272727273,8.8590909090909091
1989-06-01,8.4409090909090909,8.2772727272727273
1989-07-01,7.8945000000000000,8.0185000000000000
1989-08-01,8.1839130434782609,8.1126086956521739
1989-09-01,8.2210000000000000,8.1905000000000000
1989-10-01,7.9909523809523810,8.0076190476190476
1989-11-01,7.7695238095238095,7.8742857142857143
1989-12-01,7.7230000000000000,7.8360000000000000
1990-01-01,7.9209523809523810,8.2066666666666667
1990-02-01,8.1110526315789474,8.4731578947368421
1990-03-01,8.3500000000000000,8.5886363636363636
1990-04-01,8.4045000000000000,8.7855000000000000
1990-05-01,8.3163636363636364,8.7581818181818182
1990-06-01,8.0961904761904762,8.4800000000000000
1990-07-01,7.9409523809523810,8.4714285714285714
1990-08-01,7.7791304347826087,8.7526086956521739
1990-09-01,7.7631578947368421,8.8931578947368421
1990-10-01,7.5513636363636364,8.7195454545454545
1990-11-01,7.3135000000000000,8.3920000000000000
1990-12-01,7.0505000000000000,8.0750000000000000
1991-01-01,6.6442857142857143,8.0919047619047619
1991-02-01,6.2668421052631579,7.8547368421052632
1991-03-01,6.3960000000000000,8.1100000000000000
1991-04-01,6.2359090909090909,8.0390909090909091
1991-05-01,6.1304545454545455,8.0677272727272727
1991-06-01,6.3585000000000000,8.2840000000000000
1991-07-01,6.3054545454545455,8.2727272727272727
1991-08-01,5.7781818181818182,7.9000000000000000
1991-09-01,5.5725000000000000,7.6500000000000000
1991-10-01,5.3336363636363636,7.5272727272727273
1991-11-01,4.8894736842105263,7.4173684210526316
1991-12-01,4.3780952380952381,7.0885714285714286
1992-01-01,4.1509523809523810,7.0323809523809524
1992-02-01,4.2873684210526316,7.3378947368421053
1992-03-01,4.6345454545454545,7.5422727272727273
1992-04-01,4.2990476190476190,7.4804761904761905
1992-05-01,4.1895000000000000,7.3920000000000000
1992-06-01,4.1659090909090909,7.2618181818181818
1992-07-01,3.5959090909090909,6.8445454545454545
1992-08-01,3.4719047619047619,6.5857142857142857
1992-09-01,3.1842857142857143,6.4152380952380952
1992-10-01,3.3023809523809524,6.5890476190476190
1992-11-01,3.6821052631578947,6.8731578947368421
1992-12-01,3.7113636363636364,6.7700000000000000
1993-01-01,3.4963157894736842,6.6000000000000000
1993-02-01,3.3857894736842105,6.2589473684210526
1993-03-01,3.3330434782608696,5.9752173913043478
1993-04-01,3.2442857142857143,5.9695238095238095
1993-05-01,3.3635000000000000,6.0355000000000000
1993-06-01,3.5363636363636364,5.9627272727272727
1993-07-01,3.4747619047619048,5.8052380952380952
1993-08-01,3.4436363636363636,5.6777272727272727
1993-09-01,3.3561904761904762,5.3600000000000000
1993-10-01,3.3920000000000000,5.3340000000000000
1993-11-01,3.5790000000000000,5.7240000000000000
1993-12-01,3.6072727272727273,5.7740909090909091
1994-01-01,3.5425000000000000,5.7505000000000000
1994-02-01,3.8657894736842105,5.9731578947368421
1994-03-01,4.3191304347826087,6.4826086956521739
1994-04-01,4.8157894736842105,6.9721052631578947
1994-05-01,5.3142857142857143,7.1833333333333333
1994-06-01,5.2672727272727273,7.1013636363636364
1994-07-01,5.4765000000000000,7.2980000000000000
1994-08-01,5.5621739130434783,7.2360869565217391
1994-09-01,5.7628571428571429,7.4571428571428571
1994-10-01,6.1145000000000000,7.7440000000000000
1994-11-01,6.5400000000000000,7.9550000000000000
1994-12-01,7.1361904761904762,7.8138095238095238
1995-01-01,7.0505000000000000,7.7795000000000000
1995-02-01,6.6968421052631579,7.4694736842105263
1995-03-01,6.4317391304347826,7.2047826086956522
1995-04-01,6.2657894736842105,7.0626315789473684
1995-05-01,5.9977272727272727,6.6327272727272727
1995-06-01,5.6422727272727273,6.1681818181818182
1995-07-01,5.5940000000000000,6.2780000000000000
1995-08-01,5.7526086956521739,6.4882608695652174
1995-09-01,5.6200000000000000,6.1975000000000000
1995-10-01,5.5904761904761905,6.0447619047619048
1995-11-01,5.4328571428571429,5.9304761904761905
1995-12-01,5.3070000000000000,5.7115000000000000
1996-01-01,5.0876190476190476,5.6523809523809524
1996-02-01,4.9420000000000000,5.8055000000000000
1996-03-01,5.3423809523809524,6.2685714285714286
1996-04-01,5.5377272727272727,6.5113636363636364
1996-05-01,5.6368181818181818,6.7368181818181818
1996-06-01,5.8100000000000000,6.9120000000000000
1996-07-01,5.8509090909090909,6.8654545454545455
1996-08-01,5.6668181818181818,6.6354545454545455
1996-09-01,5.8330000000000000,6.8320000000000000
1996-10-01,5.5500000000000000,6.5336363636363636
1996-11-01,5.4231578947368421,6.2036842105263158
1996-12-01,5.4719047619047619,6.3023809523809524
1997-01-01,5.6123809523809524,6.5790476190476190
1997-02-01,5.5252631578947368,6.4194736842105263
1997-03-01,5.7955000000000000,6.6945000000000000
1997-04-01,5.9881818181818182,6.8854545454545455
1997-05-01,5.8695238095238095,6.7109523809523810
1997-06-01,5.6919047619047619,6.4938095238095238
1997-07-01,5.5418181818181818,6.2204545454545455
1997-08-01,5.5647619047619048,6.2985714285714286
1997-09-01,5.5238095238095238,6.2085714285714286
1997-10-01,5.4563636363636364,6.0295454545454545
1997-11-01,5.4572222222222222,5.8750000000000000
1997-12-01,5.5250000000000000,5.8086363636363636
1998-01-01,5.2445000000000000,5.5445000000000000
1998-02-01,5.3084210526315789,5.5747368421052632
1998-03-01,5.3895454545454545,5.6472727272727273
1998-04-01,5.3790476190476190,5.6376190476190476
1998-05-01,5.4400000000000000,5.6525000000000000
1998-06-01,5.4086363636363636,5.4963636363636364
1998-07-01,5.3581818181818182,5.4613636363636364
1998-08-01,5.2052380952380952,5.3419047619047619
1998-09-01,4.7109523809523810,4.8066666666666667
1998-10-01,4.1214285714285714,4.5300000000000000
1998-11-01,4.5252631578947368,4.8273684210526316
1998-12-01,4.5186363636363636,4.6450000000000000
1999-01-01,4.5142105263157895,4.7221052631578947
1999-02-01,4.7026315789473684,4.9989473684210526
1999-03-01,4.7813043478260870,5.2326086956521739
1999-04-01,4.6900000000000000,5.1845454545454545
1999-05-01,4.8490000000000000,5.5395000000000000
1999-06-01,5.0968181818181818,5.8995454545454545
1999-07-01,5.0319047619047619,5.7919047619047619
1999-08-01,5.1977272727272727,5.9390909090909091
1999-09-01,5.2514285714285714,5.9152380952380952
1999-10-01,5.4290000000000000,6.1120000000000000
1999-11-01,5.5535000000000000,6.0340000000000000
1999-12-01,5.8422727272727273,6.2754545454545455
2000-01-01,6.1215000000000000,6.6610000000000000
2000-02-01,6.2180000000000000,6.5195000000000000
2000-03-01,6.2221739130434783,6.2565217391304348
2000-04-01,6.1505263157894737,5.9905263157894737
2000-05-01,6.3263636363636364,6.4404545454545455
2000-06-01,6.1727272727272727,6.0972727272727273
2000-07-01,6.0825000000000000,6.0540000000000000
2000-08-01,6.1830434782608696,5.8260869565217391
2000-09-01,6.1255000000000000,5.7990000000000000
2000-10-01,6.0123809523809524,5.7385714285714286
2000-11-01,6.0919047619047619,5.7171428571428571
2000-12-01,5.6025000000000000,5.2405000000000000
2001-01-01,4.8147619047619048,5.1609523809523810
2001-02-01,4.6842105263157895,5.0989473684210526
2001-03-01,4.2986363636363636,4.8854545454545455
2001-04-01,3.9765000000000000,5.1410000000000000
2001-05-01,3.7813636363636364,5.3913636363636364
2001-06-01,3.5761904761904762,5.2842857142857143
2001-07-01,3.6171428571428571,5.2361904761904762
2001-08-01,3.4704347826086957,4.9713043478260870
2001-09-01,2.8247058823529412,4.7317647058823529
2001-10-01,2.3304545454545455,4.5668181818181818
2001-11-01,2.1820000000000000,4.6515000000000000
2001-12-01,2.2155000000000000,5.0875000000000000
2002-01-01,2.1585714285714286,5.0357142857142857
2002-02-01,2.2326315789473684,4.9115789473684211
2002-03-01,2.5670000000000000,5.2840000000000000
2002-04-01,2.4759090909090909,5.2109090909090909
2002-05-01,2.3540909090909091,5.1645454545454545
2002-06-01,2.1965000000000000,4.9265000000000000
2002-07-01,1.9609090909090909,4.6531818181818182
2002-08-01,1.7572727272727273,4.2572727272727273
2002-09-01,1.7150000000000000,3.8700000000000000
2002-10-01,1.6500000000000000,3.9409090909090909
2002-11-01,1.4915789473684211,4.0484210526315789
2002-12-01,1.4500000000000000,4.0323809523809524
2003-01-01,1.3642857142857143,4.0485714285714286
2003-02-01,1.2963157894736842,3.9026315789473684
2003-03-01,1.2400000000000000,3.8071428571428571
2003-04-01,1.2671428571428571,3.9585714285714286
2003-05-01,1.1814285714285714,3.5690476190476190
2003-06-01,1.00952380952380952381,3.3342857142857143
2003-07-01,1.1163636363636364,3.9754545454545455
2003-08-01,1.3085714285714286,4.4452380952380952
2003-09-01,1.2376190476190476,4.2742857142857143
2003-10-01,1.2540909090909091,4.2904545454545455
2003-11-01,1.3366666666666667,4.3000000000000000
2003-12-01,1.3059090909090909,4.2677272727272727
2004-01-01,1.2395000000000000,4.1505000000000000
2004-02-01,1.2436842105263158,4.0842105263157895
2004-03-01,1.1873913043478261,3.8265217391304348
2004-04-01,1.4338095238095238,4.3476190476190476
2004-05-01,1.7775000000000000,4.7155000000000000
2004-06-01,2.1152380952380952,4.7338095238095238
2004-07-01,2.0952380952380952,4.4980952380952381
2004-08-01,2.0159090909090909,4.2813636363636364
2004-09-01,2.1166666666666667,4.1257142857142857
2004-10-01,2.2280000000000000,4.0970000000000000
2004-11-01,2.5000000000000000,4.1940000000000000
2004-12-01,2.6704545454545455,4.2309090909090909
2005-01-01,2.8605000000000000,4.2215000000000000
2005-02-01,3.0294736842105263,4.1652631578947368
2005-03-01,3.3022727272727273,4.4977272727272727
2005-04-01,3.3166666666666667,4.3409523809523810
2005-05-01,3.3309523809523810,4.1442857142857143
2005-06-01,3.3631818181818182,3.9981818181818182
2005-07-01,3.6410000000000000,4.1775000000000000
2005-08-01,3.8721739130434783,4.2626086956521739
2005-09-01,3.8452380952380952,4.1990476190476190
2005-10-01,4.1755000000000000,4.4635000000000000
2005-11-01,4.3340000000000000,4.5350000000000000
2005-12-01,4.3528571428571429,4.4671428571428571
2006-01-01,4.4450000000000000,4.4160000000000000
2006-02-01,4.6847368421052632,4.5689473684210526
2006-03-01,4.7734782608695652,4.7239130434782609
2006-04-01,4.8973684210526316,4.9905263157894737
2006-05-01,4.9950000000000000,5.1100000000000000
2006-06-01,5.1550000000000000,5.1063636363636364
2006-07-01,5.2175000000000000,5.0875000000000000
2006-08-01,5.0826086956521739,4.8765217391304348
2006-09-01,4.9745000000000000,4.7190000000000000
2006-10-01,5.0100000000000000,4.7290476190476190
2006-11-01,5.0109523809523810,4.5952380952380952
2006-12-01,4.9415000000000000,4.5645000000000000
2007-01-01,5.0571428571428571,4.7595238095238095
2007-02-01,5.0536842105263158,4.7226315789473684
2007-03-01,4.9204545454545455,4.5645454545454545
2007-04-01,4.9323809523809524,4.6938095238095238
2007-05-01,4.9090909090909091,4.7463636363636364
2007-06-01,4.9623809523809524,5.1028571428571429
2007-07-01,4.9642857142857143,5.0042857142857143
2007-08-01,4.4721739130434783,4.6747826086956522
2007-09-01,4.1368421052631579,4.5215789473684211
2007-10-01,4.0968181818181818,4.5277272727272727
2007-11-01,3.4990000000000000,4.1485000000000000
2007-12-01,3.2630000000000000,4.0975000000000000
2008-01-01,2.7114285714285714,3.7442857142857143
2008-02-01,2.0535000000000000,3.7375000000000000
2008-03-01,1.5440000000000000,3.5100000000000000
2008-04-01,1.7381818181818182,3.6750000000000000
2008-05-01,2.0557142857142857,3.8800000000000000
2008-06-01,2.4195238095238095,4.0995238095238095
